ticker,calendarDate,accumulatedOtherComprehensiveIncome,assets,assetsCurrent,assetsNonCurrent,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,currentRatio,debtToEquityRatio,debt,debtCurrent,debtNonCurrent,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,investmentsCurrent,investmentsNonCurrent,totalLiabilities,currentLiabilities,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,workingCapital,change_leverage,change_curr_ratio,change_shares,change_gross_margin,price_change
AA,2015-12-31,-1600000000,16413000000,2566000000,13847000000,51.633,,557000000,557000000,,,1.067,0.519,225000000,18000000,207000000,225000000,0,,0,,0.0,,,,,,,,,,9442000000,9442000000,,,,,,1,,,152000000,,13525000000,1172000000,1472000000,0,1472000000,4900000000,2404000000,2496000000,,,,,,,,,,,,,,,,,,,,1379000000,,,,,9390000000,,,,,504000000,,,,,,,1,182869295,182869295,,,16261000000,589000000,,644000000,88.921,162000000,0,0.0,0,,
AA,2015-12-31,-1600000000,16413000000,2566000000,13847000000,51.633,,557000000,557000000,,,1.067,0.519,225000000,18000000,207000000,225000000,0,,0,,0.0,,,,,,,,,,9442000000,9442000000,,,,,,1,,,152000000,,13525000000,1172000000,1472000000,0,1472000000,4900000000,2404000000,2496000000,,,,,,,,,,,,,,,,,,,,1379000000,,,,,9390000000,,,,,504000000,,,,,,,1,182869295,182869295,,,16261000000,589000000,,644000000,88.921,162000000,0,0.0,0,,
AA,2015-12-31,-1600000000,16413000000,2566000000,13847000000,51.633,,557000000,557000000,,,1.067,0.519,225000000,18000000,207000000,225000000,0,,0,,0.0,,,,,,,,,,9442000000,9442000000,,,,,,1,,,152000000,,13525000000,1172000000,1472000000,0,1472000000,4900000000,2404000000,2496000000,,,,,,,,,,,,,,,,,,,,1379000000,,,,,9390000000,,,,,504000000,,,,,,,1,182869295,182869295,,,16261000000,589000000,,644000000,88.921,162000000,0,0.0,0,,
AA,2015-12-31,-1600000000,16413000000,2566000000,13847000000,51.633,,557000000,557000000,,,1.067,0.519,225000000,18000000,207000000,225000000,0,,0,,0.0,,,,,,,,,,9442000000,9442000000,,,,,,1,,,152000000,,13525000000,1172000000,1472000000,0,1472000000,4900000000,2404000000,2496000000,,,,,,,,,,,,,,,,,,,,1379000000,,,,,9390000000,,,,,504000000,,,,,,,1,182869295,182869295,,,16261000000,589000000,,644000000,88.921,162000000,0,0.0,0,,
AAPL,2019-12-31,-418000000,340618000000,163231000000,177387000000,20.279,-2107000000,39771000000,39771000000,56602000000,22236000000,1.598,2.804,108292000000,15214000000,93078000000,108292000000,5573000000,2816000000,0,0.009,0.77,25918000000,28734000000,0.313,28734000000,25918000000,25918000000,5.04,4.99,5.04,89531000000,89531000000,1487664183200,22,18.662,28409000000,6.435,1,35217000000,0.384,0,0,306978000000,4097000000,167290000000,67391000000,99899000000,251087000000,102161000000,148926000000,1419143183200,-8559000000,-958000000,-20704000000,231000000,-3539000000,-25407000000,-13668000000,-10473000000,30516000000,0,22236000000,22236000000,22236000000,0,0,0.242,9648000000,25569000000,45111000000,0.153,15.851,24.669,25.418,37031000000,0,324.34,5.302,5.35,39946000000,43977000000,91819000000,91819000000,4451000000,1710000000,5197000000,1,4375480000,4415040000,4454604000,20.797,340618000000,0,3682000000,0,77.149,61070000000,245000000,0.05800000000000005,-67785000,0.0040000000000000036,-0.10874391071098226
AAPL,2019-09-30,-584000000,338516000000,162819000000,175697000000,20.15,-2777000000,48844000000,48844000000,39727000000,13686000000,1.54,2.741,108047000000,16240000000,91807000000,108047000000,5522000000,3179000000,0,0.012,0.77,16127000000,19306000000,0.301,19306000000,16127000000,16127000000,3.05,3.03,3.05,90488000000,90488000000,1164509601400,18,14.875,17133000000,3.815,1,24313000000,0.38,0,0,292001000000,4106000000,157054000000,51713000000,105341000000,248028000000,105718000000,142310000000,1105306601400,-1927000000,-13000000,-17054000000,-293000000,-3479000000,-21039000000,-798000000,2802000000,19910000000,0,13686000000,13686000000,13686000000,0,0,0.214,8688000000,15625000000,46236000000,0.252,12.215,20.003,20.782,37378000000,0,248.76,4.248,4.415,45804000000,45898000000,64040000000,64040000000,4110000000,1499000000,4578000000,1,4443265000,4490811000,4520375000,14.26,338516000000,0,2441000000,0,75.38,57101000000,-371000000,0.03500000000000014,-75915000,0.0040000000000000036,0.3038269818298761
AAPL,2019-06-30,-639000000,322239000000,134973000000,187266000000,21.103,-2000000000,50530000000,50530000000,33582000000,10044000000,1.505,2.341,108418000000,23482000000,84936000000,108418000000,5434000000,2933000000,0,0.014,0.77,11911000000,14844000000,0.276,14844000000,11911000000,11911000000,2.2,2.18,2.2,96456000000,96456000000,1020654107200,15,13.06,9636000000,2.108,1,20227000000,0.376,0,0,290423000000,3355000000,160080000000,44084000000,115996000000,225783000000,89704000000,136079000000,962766107200,12334000000,-320000000,-16954000000,-5026000000,-3629000000,-26804000000,27502000000,30120000000,11636000000,0,10044000000,10044000000,10044000000,0,0,0.187,8683000000,11544000000,29115000000,0.35,9.981,17.286,18.008,37636000000,0,213.04,3.717,3.759,26474000000,53724000000,53809000000,53809000000,4257000000,1496000000,4426000000,1,4519180000,4570633000,4601380000,11.773,322239000000,0,1867000000,0,70.502,45269000000,-4212000000,0.18999999999999995,-81895000,0.0,0.16766804355989487
AAPL,2019-03-31,-1499000000,341998000000,123346000000,218652000000,22.648,-2363000000,37988000000,37988000000,36194000000,11561000000,1.315,2.231,112630000000,22429000000,90201000000,112630000000,5532000000,3040000000,0,0.014,0.73,13793000000,16833000000,0.29,16833000000,13793000000,13793000000,2.47,2.46,2.47,105860000000,105860000000,1043260309000,15,13.163,8792000000,1.881,1,21821000000,0.376,0,0,322868000000,4884000000,187423000000,42104000000,145319000000,236138000000,93772000000,142366000000,968618309000,-4954000000,-124000000,-23312000000,-2506000000,-3443000000,-29457000000,13348000000,15749000000,11155000000,0,11561000000,11561000000,11561000000,0,0,0.199,8406000000,13415000000,30443000000,0.296,9.15,16.943,17.558,38746000000,0,210.52,3.747,3.807,26278000000,64558000000,58015000000,58015000000,3948000000,1514000000,4458000000,1,4601075000,4674071000,4700646000,12.412,341998000000,0,2232000000,0,73.169,29574000000,-2100000000,0.014000000000000012,-114205000,-0.0040000000000000036,0.011970359110773236
AAPL,2018-12-31,-3588000000,373719000000,140828000000,232891000000,24.894,-3355000000,44771000000,44771000000,52279000000,19965000000,1.301,2.17,114730000000,21741000000,92989000000,114730000000,5546000000,3395000000,0,0.017,0.73,23906000000,27301000000,0.324,27301000000,23906000000,23906000000,4.22,4.18,4.22,117892000000,117892000000,849159020000,12,10.441,23335000000,4.927,1,32031000000,0.38,0,0,335395000000,4988000000,200264000000,41656000000,158608000000,255827000000,108283000000,147544000000,779200020000,18858000000,-167000000,-8796000000,6000000,-3568000000,-13676000000,5844000000,9422000000,26690000000,0,19965000000,19965000000,19965000000,0,0,0.237,8685000000,23346000000,44293000000,0.173,6.609,13.111,13.468,39597000000,0,165.25,2.978,2.991,36981000000,80510000000,84310000000,84310000000,3902000000,1559000000,4783000000,1,4715280000,4735820000,4773252000,17.803,373719000000,0,3941000000,0,78.913,32545000000,247000000,0.17699999999999982,-30118000,-0.0030000000000000027,0.2739485627836612
AAPL,2018-09-30,-3454000000,365725000000,131339000000,234386000000,22.315,-3041000000,25913000000,25913000000,38816000000,14125000000,1.124,2.413,114483000000,20748000000,93735000000,114483000000,10340000000,2754000000,0,0.013,0.73,16421000000,19175000000,0.305,19175000000,16421000000,16421000000,2.94,2.92,2.94,107147000000,107147000000,1045194782820,14,12.472,16482000000,3.433,1,24084000000,0.383,0,0,337429000000,3956000000,211187000000,40388000000,170799000000,258578000000,116866000000,141712000000,956624782820,-6058000000,-290000000,-18763000000,-27000000,-3530000000,-22580000000,-3001000000,552000000,19523000000,0,14125000000,14125000000,14125000000,0,0,0.225,7966000000,16118000000,55888000000,0.248,8.928,16.069,16.785,41304000000,0,201.59,3.602,3.761,48995000000,70400000000,62900000000,62900000000,3750000000,1345000000,4216000000,1,4745398000,4801588000,4847547000,13.1,365725000000,0,2296000000,0,76.168,14473000000,-117000000,-0.18299999999999983,-84528000,0.0,-0.18026687831737687
AAPL,2018-06-30,-3111000000,349197000000,115761000000,233436000000,23.545,-3267000000,31971000000,31971000000,32844000000,11519000000,1.307,2.038,114600000000,17472000000,97128000000,114600000000,10281000000,2665000000,0,0.013,0.73,13284000000,15949000000,0.299,15949000000,13284000000,13284000000,2.36,2.34,2.36,114949000000,114949000000,1055859089000,15,13.03,11221000000,2.298,1,20421000000,0.383,0,0,343278000000,5936000000,211772000000,38999000000,172773000000,234248000000,88548000000,145700000000,973230089000,-13088000000,-126000000,-20782000000,-6011000000,-3653000000,-31523000000,3947000000,7916000000,14488000000,0,11519000000,11519000000,11519000000,0,0,0.216,7809000000,12612000000,38489000000,0.309,8.467,17.342,18.121,38117000000,0,201.5,3.812,3.854,26367000000,79436000000,53265000000,53265000000,3701000000,1351000000,4108000000,1,4829926000,4882167000,4926609000,10.91,349197000000,0,1765000000,0,71.525,27213000000,-7240000000,-0.14900000000000002,-85212000,0.0,0.0004466501240694958
AAPL,2018-03-31,-3064000000,367502000000,130053000000,237449000000,25.25,-4041000000,45059000000,45059000000,37715000000,13822000000,1.456,1.896,121840000000,20478000000,101362000000,121840000000,10862000000,2739000000,0,0.014,0.63,16168000000,18907000000,0.309,18907000000,16168000000,16168000000,2.75,2.73,2.75,126878000000,126878000000,944646916660,14,11.996,11089000000,2.207,1,23422000000,0.383,0,0,354963000000,7662000000,222167000000,42881000000,179286000000,240624000000,89320000000,151304000000,867865916660,17568000000,-132000000,-22429000000,-501000000,-3190000000,-26272000000,28710000000,32894000000,15130000000,0,13822000000,13822000000,13822000000,0,0,0.226,7528000000,15894000000,34311000000,0.229,6.84,16.277,16.913,35077000000,0,176.57,3.508,3.586,22408000000,91898000000,61137000000,61137000000,3378000000,1348000000,4150000000,1,4915138000,5024877000,5068493000,12.167,367502000000,0,2346000000,0,73.137,40733000000,-560000000,0.21399999999999997,-158875000,-0.0010000000000000009,0.141190462706009
AAPL,2017-12-31,-841000000,406794000000,143810000000,262984000000,27.421,-2964000000,27491000000,27491000000,54381000000,20065000000,1.242,1.902,122400000000,18478000000,103922000000,122400000000,11175000000,2745000000,0,0.015,0.63,27030000000,29775000000,0.337,29775000000,27030000000,27030000000,3.92,3.89,3.92,140199000000,140199000000,909288086500,14,11.831,25329000000,4.954,1,33912000000,0.384,8038000000,0,377877000000,4421000000,257606000000,49662000000,207944000000,266595000000,115788000000,150807000000,814379086500,7202000000,-173000000,-10095000000,6971000000,-3339000000,-7501000000,-13590000000,-10517000000,28293000000,0,20065000000,20065000000,20065000000,0,0,0.227,7638000000,26274000000,62985000000,0.161,5.809,16.118,16.378,33679000000,0,160.5,3.405,3.431,50899000000,104593000000,88293000000,88293000000,3407000000,1296000000,4231000000,1,5074013000,5112877000,5157787000,17.269,398756000000,0,6965000000,0,77.991,28022000000,6720000000,-0.03400000000000003,-60299000,0.0050000000000000044,0.10012461059190027
AAPL,2017-09-30,-150000000,375319000000,128645000000,246674000000,26.031,-4000000000,20289000000,20289000000,32648000000,10714000000,1.276,1.8,115680000000,18473000000,97207000000,115680000000,10384000000,2484000000,0,0.011,0.63,13917000000,16401000000,0.312,16401000000,13917000000,13917000000,2.09,2.07,2.09,134047000000,134047000000,981059820000,15,13.214,11656000000,2.264,1,19931000000,0.379,8015000000,0,361881000000,4855000000,248606000000,53892000000,194714000000,241272000000,100814000000,140458000000,885668820000,1718000000,-81000000,-7514000000,6923000000,-3270000000,-3996000000,-9942000000,-5768000000,15656000000,0,10714000000,10714000000,10714000000,0,0,0.204,6811000000,13120000000,49049000000,0.301,6.607,18.317,18.608,33783000000,0,172.5,3.864,3.926,35673000000,98330000000,52579000000,52579000000,2997000000,1174000000,3814000000,1,5134312000,5149427000,5183586000,10.211,367304000000,0,3203000000,0,71.329,27831000000,7341000000,-0.11199999999999988,-30916000,-0.006000000000000005,-0.06956521739130435
AAPL,2017-06-30,-545000000,345173000000,112875000000,232298000000,25.49,-2360000000,18571000000,18571000000,27920000000,8717000000,1.388,1.607,108339000000,18475000000,89864000000,108339000000,10592000000,2354000000,0,0.015,0.63,11308000000,13662000000,0.301,13662000000,11308000000,11308000000,1.68,1.67,1.68,132425000000,132425000000,901431927920,14,12.42,6003000000,1.156,1,17488000000,0.385,8105000000,0,345534000000,3146000000,242945000000,58188000000,184757000000,212748000000,81302000000,131446000000,811663927920,3414000000,-181000000,-7092000000,9237000000,-3365000000,-1769000000,-3180000000,-836000000,8363000000,0,8717000000,8717000000,8717000000,0,0,0.192,6720000000,10768000000,31915000000,0.375,6.129,17.399,17.736,29286000000,0,157.14,3.631,3.652,22632000000,98525000000,45408000000,45408000000,2937000000,1193000000,3783000000,1,5165228000,5195088000,5233499000,8.741,337068000000,0,2591000000,0,64.882,31573000000,9817000000,-0.0030000000000001137,-48612000,-0.0040000000000000036,0.09774723176785043
AAPL,2017-03-31,-422000000,334532000000,101990000000,232542000000,25.658,-3015000000,15157000000,15157000000,32305000000,11029000000,1.391,1.495,98522000000,13991000000,84531000000,98522000000,10789000000,2332000000,0,0.016,0.57,14684000000,17016000000,0.322,17016000000,14684000000,14684000000,2.11,2.1,2.11,134082000000,134082000000,850112310400,14,11.821,9508000000,1.819,1,20591000000,0.389,8090000000,0,336465000000,2910000000,241684000000,51944000000,189740000000,200450000000,73342000000,127108000000,766747310400,-1214000000,-50000000,-6888000000,10469000000,-3004000000,465000000,-14202000000,-11357000000,12523000000,0,11029000000,11029000000,11029000000,0,0,0.209,6494000000,14097000000,28573000000,0.27,5.718,16.767,17.08,27163000000,0,147.06,3.478,3.486,20612000000,100925000000,52896000000,52896000000,2776000000,1217000000,3718000000,1,5213840000,5225791000,5261688000,10.122,326442000000,0,3655000000,0,62.467,28648000000,10973000000,0.16300000000000003,-32700000,0.0040000000000000036,0.06854345165238668
AAPL,2016-12-31,245000000,331141000000,103332000000,227809000000,24.986,-3420000000,16371000000,16371000000,48175000000,17891000000,1.228,1.501,87549000000,13992000000,73557000000,87549000000,11052000000,2987000000,0,0.017,0.57,24180000000,27167000000,0.347,27167000000,24180000000,24180000000,3.38,3.36,3.38,132390000000,132390000000,746670025000,12,10.44,23636000000,4.461,1,30176000000,0.385,8271000000,0,309918000000,2712000000,229719000000,44081000000,185638000000,198751000000,84130000000,114621000000,675492025000,-4113000000,-17000000,-10851000000,2385000000,-3130000000,-12047000000,-19122000000,-15581000000,27056000000,0,17891000000,17891000000,17891000000,0,0,0.228,6817000000,23359000000,38510000000,0.169,5.102,14.939,15.309,26510000000,0,128.75,3.097,3.128,27977000000,100001000000,78351000000,78351000000,2871000000,1256000000,3946000000,1,5246540000,5298661000,5327995000,14.787,322870000000,0,6289000000,0,60.934,19202000000,517000000,-0.125,-85773000,0.0050000000000000044,0.14221359223300972
AAPL,2016-09-30,634000000,321686000000,106869000000,214817000000,23.896,-4038000000,20484000000,20484000000,29039000000,9014000000,1.353,1.508,87032000000,11605000000,75427000000,87032000000,11010000000,2548000000,0,0.019,0.57,12188000000,14736000000,0.315,14736000000,12188000000,12188000000,1.69,1.69,1.69,128249000000,128249000000,682910059670,11,9.501,12088000000,2.252,1,17813000000,0.38,8620000000,0,300608000000,2132000000,217101000000,46671000000,170430000000,193437000000,79006000000,114431000000,616362059670,2247000000,-151000000,-5778000000,2581000000,-3092000000,-6482000000,-7397000000,-3419000000,16126000000,0,9014000000,9014000000,9014000000,0,0,0.192,6052000000,11761000000,37294000000,0.337,4.806,13.491,13.843,27010000000,0,115.59,2.858,2.933,29299000000,96364000000,46852000000,46852000000,2570000000,1030000000,3482000000,1,5332313000,5366912000,5393331000,8.73,313066000000,0,3174000000,0,58.333,27863000000,2097000000,0.040999999999999925,-56130000,0.0,0.1138506791244917
AAPL,2016-06-30,-107000000,305602000000,93761000000,211841000000,23.248,-2905000000,18237000000,18237000000,26252000000,7796000000,1.312,1.415,84935000000,15996000000,68939000000,84935000000,11416000000,2526000000,0,0.021,0.57,10469000000,12995000000,0.307,12995000000,10469000000,10469000000,1.43,1.42,1.43,126541000000,126541000000,621438206850,10,8.25,7729000000,1.42,1,16106000000,0.38,8767000000,0,292047000000,1831000000,213283000000,43519000000,169764000000,179061000000,71486000000,107575000000,554740206850,-3277000000,-6000000,-10166000000,4395000000,-3187000000,-9441000000,-4470000000,-1560000000,10634000000,0,7796000000,7796000000,7796000000,0,0,0.184,6001000000,10105000000,26318000000,0.399,4.384,11.606,11.943,25448000000,0,102.95,2.518,2.544,19042000000,96542000000,42358000000,42358000000,2560000000,1054000000,3441000000,1,5388443000,5443058000,5472781000,7.782,296835000000,0,2673000000,0,54.535,22275000000,5063000000,0.029000000000000137,-88982000,-0.014000000000000012,0.12277804759592036
AAPL,2016-03-31,-1048000000,305277000000,87592000000,217685000000,23.658,-2599000000,21514000000,21514000000,30636000000,10516000000,1.283,1.34,79872000000,10498000000,69374000000,79872000000,12783000000,2477000000,0,0.021,0.52,14142000000,16619000000,0.329,16619000000,14142000000,14142000000,1.91,1.9,1.91,130457000000,130457000000,594159713500,9,7.438,9002000000,1.632,1,19921000000,0.394,9092000000,0,286278000000,2281000000,211414000000,33769000000,177645000000,174820000000,68265000000,106555000000,535801713500,4825000000,-54000000,-6421000000,16321000000,-2902000000,6884000000,-13660000000,-10983000000,11601000000,0,10516000000,10516000000,10516000000,0,0,0.208,5934000000,13987000000,25098000000,0.272,4.107,10.573,10.809,23203000000,0,97.82,2.355,2.371,19824000000,102021000000,50557000000,50557000000,2511000000,1048000000,3423000000,1,5477425000,5514381000,5540886000,9.168,296185000000,0,3626000000,0,53.711,19327000000,16909000000,0.2809999999999999,-67158000,-0.007000000000000006,0.052443263136373035
AAPL,2015-12-31,-1480000000,293284000000,76219000000,217065000000,23.074,-4006000000,16689000000,16689000000,45449000000,18361000000,1.002,1.287,62963000000,9759000000,53204000000,62963000000,12535000000,2954000000,0,0.022,0.52,24573000000,27527000000,0.363,27527000000,24573000000,24573000000,3.3,3.28,3.3,128267000000,128267000000,564248943860,8,6.693,23457000000,4.22,1,30423000000,0.401,9126000000,0,254340000000,2451000000,199050000000,21385000000,177665000000,165017000000,76092000000,88925000000,517974943860,-4431000000,-86000000,-6862000000,-1240000000,-2969000000,-11444000000,-20450000000,-16060000000,27463000000,0,18361000000,18361000000,18361000000,0,0,0.242,6252000000,24171000000,33312000000,0.158,4.038,9.64,9.854,22300000000,0,93.42,2.204,2.21,24621000000,101494000000,75872000000,75872000000,2404000000,1078000000,3848000000,1,5544583000,5558930000,5594127000,13.649,284158000000,0,6212000000,0,51.117,127000000,-1499000000,-0.10699999999999998,-30748000,0.0020000000000000018,0.047099122243630824
AAPL,2015-09-30,-345000000,290479000000,89378000000,201101000000,21.136,-3658000000,21120000000,21120000000,30953000000,11124000000,1.109,1.434,64462000000,10999000000,53463000000,64462000000,12564000000,3119000000,0,0.017,0.52,15062000000,18181000000,0.353,18181000000,15062000000,15062000000,1.98,1.97,1.98,119355000000,119355000000,708311728370,10,8.455,9817000000,1.738,1,20548000000,0.399,9009000000,0,244202000000,2349000000,184546000000,20481000000,164065000000,171124000000,80610000000,90514000000,664969728370,5801000000,-113000000,-13034000000,9801000000,-2964000000,-6299000000,-1375000000,2556000000,13475000000,0,11124000000,11124000000,11124000000,0,0,0.216,5925000000,14623000000,35490000000,0.263,5.571,12.454,12.852,22471000000,0,119.27,2.845,2.936,30343000000,92284000000,51501000000,51501000000,2220000000,915000000,3705000000,1,5575331000,5646918000,5682516000,9.12,281470000000,5546000000,3938000000,0,49.845,8768000000,10044000000,0.02200000000000002,-127391000,0.0020000000000000018,-0.21673513876079478
AAPL,2015-06-30,1098000000,273151000000,70953000000,202198000000,21.934,-2089000000,15319000000,15319000000,29924000000,10677000000,1.087,1.173,54418000000,6999000000,47419000000,54418000000,12562000000,3084000000,0,0.015,0.52,14473000000,17557000000,0.354,17557000000,14473000000,14473000000,1.86,1.85,1.86,125677000000,125677000000,753193848840,11,9.53,12899000000,2.251,1,19681000000,0.397,8823000000,0,238142000000,2042000000,187529000000,19384000000,168145000000,147474000000,65285000000,82189000000,714094848840,830000000,-115000000,-9985000000,10680000000,-3053000000,-2755000000,-11403000000,-9245000000,14988000000,0,10677000000,10677000000,10677000000,0,0,0.215,5598000000,14083000000,26474000000,0.28,5.682,14.074,14.377,21149000000,0,125.22,3.183,3.198,19907000000,98252000000,49605000000,49605000000,2034000000,856000000,3564000000,1,5702722000,5729886000,5773099000,8.657,264328000000,5010000000,3796000000,0,46.131,5668000000,10547000000,-0.06899999999999995,-58308000,-0.010999999999999954,-0.04751637118671141
AAPL,2015-03-31,2710000000,261194000000,67891000000,193303000000,22.266,-2476000000,14489000000,14489000000,34354000000,13569000000,1.156,1.025,43871000000,3799000000,40072000000,43871000000,12515000000,2479000000,0,0.014,0.47,18564000000,21043000000,0.363,21043000000,18564000000,18564000000,2.34,2.33,2.34,129006000000,129006000000,781542076800,12,10.575,16605000000,2.866,1,23656000000,0.408,8772000000,0,223075000000,2396000000,179050000000,18607000000,160443000000,132188000000,58729000000,73459000000,752160076800,-4989000000,-92000000,-6741000000,7748000000,-2743000000,-1739000000,-22331000000,-19786000000,19081000000,0,13569000000,13569000000,13569000000,0,0,0.234,5378000000,18278000000,23159000000,0.201,5.83,15.733,16.039,20151000000,0,130.56,3.545,3.565,18164000000,100920000000,58010000000,58010000000,1918000000,927000000,3460000000,1,5761030000,5793799000,5834858000,10.012,252422000000,5141000000,4995000000,0,43.568,9162000000,7468000000,0.02299999999999991,-63718000,0.008999999999999952,-0.040900735294117675
ABC,2019-09-30,-111965000,39171980000,28132054000,11039926000,13.566,-79455000,3374194000,3374194000,44453065000,132307000,0.951,12.567,4493410000,139012000,4354398000,4493410000,0,74812000,0,0.018,0.8,181366000,256178000,0.006,256178000,181366000,144963000,0.62,0.62,0.62,2878917000,2878917000,19201243153,17,13.268,593367000,2.796,1,1184737000,0.026,9000343000,36403000,1709559000,11060254000,0,0,0,36178774000,29581294000,6597480000,18082027153,374635000,93000,-129879000,-2580000,-83910000,-219388000,-78799000,0,672822000,0,132619000,132619000,132619000,0,-312000,0.003,1004896000,179841000,28385074000,1.29,6.281,21.14,21.575,1770516000,0,87.81,0.101,0.103,12386879000,4235491000,45637802000,45637802000,0,10443000,721944000,1,205922186,212208000,213907000,215.062,30171637000,0,12344000,2144270000,142.18,-1449240000,-12656000,-0.0010000000000000009,-2403315,-0.0010000000000000009,0.012185400296093761
ABC,2019-06-30,-86883000,38478538000,27401778000,11076760000,14.255,-69279000,2999559000,2999559000,44008026000,302002000,0.952,11.832,4506066000,166137000,4339929000,4506066000,0,74501000,0,0.017,0.4,406993000,481494000,0.011,481494000,406993000,371072000,1.44,1.43,1.44,2989422000,2989422000,20609955442,18,14.018,498590000,2.378,1,1231239000,0.027,9036963000,35921000,2159211000,11247776000,0,0,0,35371341000,28788871000,6582470000,19103448442,123809000,-11646000,-157549000,-114476000,-84636000,-358254000,-85806000,0,567869000,0,301959000,301959000,301959000,0,43000,0.007,824545000,406694000,27807403000,0.278,6.39,19.982,20.288,1767426000,0,91.7,0.108,0.108,11989030000,4186782000,45239265000,45239265000,0,10562000,656943000,1,208325501,209705000,211161000,215.728,29441575000,0,69113000,2148257000,140.395,-1387093000,-136807000,0.006000000000000005,-1851450,-0.006000000000000002,-0.042420937840785176
ABC,2019-03-31,-85142000,38810310000,27622183000,11188127000,13.849,-82255000,2875750000,2875750000,41894846000,28073000,0.946,12.246,4642873000,282973000,4359900000,4642873000,0,85793000,0,0.02,0.4,61121000,146914000,0.003,146914000,61121000,17846000,0.13,0.13,0.13,2921215000,2921215000,17963358844,16,12.217,542109000,2.57,1,1424756000,0.033,9055678000,43275000,2309856000,11373730000,0,0,0,35771979000,29211899000,6560080000,16196235844,335594000,0,-93761000,-24459000,-84893000,-205161000,-83609000,0,624364000,0,27135000,27135000,27135000,0,938000,0.001,1377191000,47565000,28189390000,3.077,5.544,17.417,17.756,1858867000,0,77.06,0.092,0.093,12222271000,3969459000,43319602000,43319602000,0,6101000,628036000,1,210176951,210934000,212563000,205.37,29754632000,0,-9289000,2130863000,141.061,-1589716000,-29986000,0.009999999999999898,-912942,0.004,0.18998183233843757
ABC,2018-12-31,-92883000,39267823000,27476207000,11791616000,14.376,-79233000,2540156000,2540156000,44094872000,391753000,0.936,11.843,4672859000,156276000,4516583000,4672859000,0,85996000,0,0.018,0.0,476625000,562621000,0.012,562621000,476625000,434455000,1.86,1.84,1.86,3048453000,3048453000,19731267379,13,10.893,399735000,1.885,1,1297580000,0.029,9622245000,42170000,2426544000,11800185000,0,0,0,36103090000,29351737000,6751353000,17598564379,47640000,-52398000,-216608000,8442000,-85535000,-303710000,-127618000,0,478968000,0,393652000,393652000,393652000,0,-1899000,0.009,822854000,474726000,28336293000,0.0,5.773,14.786,15.103,1896943000,0,83.37,0.102,0.102,11979382000,4027217000,45392452000,45392452000,0,31768000,656585000,1,211089893,212054000,213969000,214.061,29645578000,0,40803000,2149438000,139.802,-1875530000,10374000,0.007000000000000006,-843600,0.005000000000000001,-0.07568669785294473
ABC,2018-09-30,-79253000,37669838000,25894372000,11775466000,13.616,-88052000,2492516000,2492516000,42264495000,194004000,0.929,11.804,4662485000,151657000,4510828000,4662485000,0,84975000,0,0.017,0.78,194201000,279176000,0.006,279176000,194201000,151154000,1.09,1.09,1.09,2932824000,2932824000,21004498523,15,12.261,577293000,2.68,1,1032641000,0.024,9612100000,43047000,2358020000,11918508000,0,0,0,34619877000,27869687000,6750190000,18834529523,103588000,-2037000,-327844000,-63464000,-82077000,-476515000,-85242000,0,665345000,0,233288000,233288000,233288000,0,-39284000,0.005,878544000,154097000,26836873000,0.716,6.422,11.357,11.678,1892424000,0,88.87,0.112,0.115,11314226000,3720582000,43297136000,43297136000,0,8712000,657805000,1,211933493,215394000,217453000,201.014,28057738000,0,-82134000,2129010000,130.262,-1975315000,-102869000,-0.010999999999999899,-4423151,-0.004,-0.061888151232136826
